1641,2021-03-01T20:54:05.953Z,2021-03-01T20:56:29.306Z,,Regular Expression Denial of Service,@progfay/scrapbox-parser,['CVE-2021-27405'],<6.0.3||>=7.0.0 <7.0.2,>=6.0.3 <7.0.0||>=7.0.2,"### Impact

`@progfay/scrapbox-parser` before 6.0.3 and 7.0.2 are vulnerable to Regular Expression Denial of Service (ReDoS) in DecorationNode, StrongNode and ExternalLinkNode.
An attacker may be able to craft text which causes the application to consume an excessive amount of CPU.","Upgrade to version 6.0.3, or 7.0.2, or later","- [Snyk Advisory](https://snyk.io/vuln/SNYK-JS-PROGFAYSCRAPBOXPARSER-1076803)
- [GitHub Advisory](https://github.com/advisories/GHSA-9fhw-r42p-5c7r)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-27405)",public,moderate,CWE-400,,Anonymous,,,Anonymous,,"Mar 1st, 2021"
1640,2021-03-01T20:43:24.834Z,2021-03-01T20:43:24.834Z,,Hostname spoofing via backslashes in URL,urijs,['CVE-2021-27516'],<1.19.6,>=1.19.6,"### Impact

`urijs` before version 1.19.6 is affected by hostname spoofing issue.

If using `urijs` to determine a URL's hostname, the hostname can be spoofed by using a backslash (`\`) character as part of the scheme delimiter, e.g. `scheme:/\hostname`. If the hostname is used in security decisions, the decision may be incorrect.

Depending on library usage and attacker intent, impacts may include allow/block list bypasses, SSRF attacks, open redirects, or other undesired behavior.

Example URL: `https:/\expected-example.com/path`
Escaped string: `https:/\\expected-example.com/path` (JavaScript strings must escape backslash)

Affected versions incorrectly return no hostname. Patched versions correctly return `expected-example.com`. Patched versions match the behavior of other parsers which implement the [WHATWG URL specification](https://url.spec.whatwg.org/), including web browsers and [Node's built-in URL class](https://nodejs.org/api/url.html).",Upgrade to version 1.19.6,"- [GitHub Advisory](https://github.com/advisories/GHSA-p6j9-7xhc-rhwp)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-27516)
- [Previous similar issue in urijs](https://www.npmjs.com/advisories/1595)",public,moderate,CWE-20,,Anonymous,,,Anonymous,,"Mar 1st, 2021"
1639,2021-03-01T20:02:32.362Z,2021-03-01T20:02:32.362Z,,Regular Expression Denial of Service,three,['CVE-2020-28496'],<0.125.0,>=0.125.0,"`three` before version 0.125.0 is vulnerable to Regular Expression Denial of Service (ReDoS). This can happen when handling rgb or hsl colors.

## POC

```
var three = require('three')

function build_blank (n) {
 var ret = ""rgb(""
 for (var i = 0; i < n; i++) {
  ret += "" ""
 }

 return ret + """";
}

var Color = three.Color

var time = Date.now();
new Color(build_blank(50000))
var time_cost = Date.now() - time;
console.log(time_cost+"" ms"")
```


",Upgrade to version 0.125.0 or later,"- [Snyk Advisory](https://snyk.io/vuln/SNYK-JS-THREE-1064931)
- [GitHub Advisory](https://github.com/advisories/GHSA-fq6p-x6j3-cmmq)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-28496)",public,high,CWE-400,,Anonymous,,,Anonymous,,"Mar 1st, 2021"
1638,2021-03-01T19:55:37.985Z,2021-03-01T19:55:37.985Z,,Regular Expression Denial of Service,prismjs,['CVE-2021-23341'],<1.23.0,>=1.23.0,"`prismjs` versions before 1.23.0 are vulnerable to Regular Expression Denial of Service (ReDoS) via the prism-asciidoc, prism-rest, prism-tap and prism-eiffel components.

",Upgrade to version 1.23.0 or later,"- [Snyk Advisory](https://snyk.io/vuln/SNYK-JS-PRISMJS-1076581)
- [GitHub Advisory](https://github.com/advisories/GHSA-h4hr-7fg3-h35w)
- [CVE](https://nvd.nist.gov/vuln/detail/CVE-2021-23341)",public,moderate,CWE-400,,Anonymous,,,Anonymous,,"Mar 1st, 2021"
1637,2021-03-01T19:50:21.187Z,2021-03-01T19:50:21.187Z,,Cross-Site Scripting (XSS),docsify,['CVE-2021-23342'],< 4.12.0,>= 4.12.0,"In `docsify` before version 4.12.0 it is possible to bypass the remediation done by `CVE-2020-7680` and execute malicious JavaScript through the following methods:

- When parsing HTML from remote URLs, the HTML code on the main page is sanitized, but this sanitization is not taking place in the sidebar. 
- The isURL external check can be bypassed by inserting more “////” characters.
",Upgrade to version 4.12.0 or later,"- [Snyk Advisory](https://snyk.io/vuln/SNYK-JS-DOCSIFY-1066017)
- [GitHub Advisory](https://github.com/advisories/GHSA-2mm9-c2fx-c7m4)
- [CVE](CVE-2021-23342)",public,high,CWE-79,,Anonymous,,,Anonymous,,"Mar 1st, 2021"
1636,2021-03-01T19:42:28.964Z,2021-03-01T19:42:28.964Z,,Server-Side Request Forgery,rendertron,['CVE-2020-8902'],<3.0.0,>=3.0.0,"`rendertron` prior to version 3.0.0 is susceptible to a Server-Side Request Forgery (SSRF) attack. An attacker can use a specially crafted webpage to force a rendertron headless chrome process to render internal sites it has access to, and display it as a screenshot. ",Upgrade to version 3.0.0 or later.,"- [GitHub Advisory](https://github.com/advisories/GHSA-xr9h-9m79-x29g)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-8902)
",public,moderate,CWE-918,,Anonymous,,,Anonymous,,"Mar 1st, 2021"
1635,2021-02-26T16:26:58.202Z,2021-02-26T16:26:58.202Z,,Prototype Pollution,@node-red/runtime,['CVE-2021-21297'],<1.2.8,>=1.2.8,"### Impact

Node-RED 1.2.7 and earlier contains a Prototype Pollution vulnerability in the admin API. A badly formed request can modify the prototype of the default JavaScript Object with the potential to affect the default behaviour of the Node-RED runtime.

### Workarounds

A workaround is to ensure only authorised users are able to access the editor url.",Upgrade to version 1.2.8 or later,- [GitHub Advisory](https://github.com/node-red/node-red/security/advisories/GHSA-xp9c-82x8-7f67),public,high,CWE-1321,,Anonymous,,,Anonymous,,"Feb 26th, 2021"
1634,2021-02-25T17:07:05.010Z,2021-02-25T17:07:05.010Z,,Prototype Override,querystringify,[],<=1.0.0,>=2.0.0,"Affected versions of `querystringify` are vulnerable to Prototype Override. If a malicious string is inserted in the query string, it will set the tostring method of the object to the true boolean.",Upgrade to version 2.0.0 or later,"- [WhiteSource Advisory](https://www.whitesourcesoftware.com/vulnerability-database/WS-2018-0588)
- [Snyk Advisory](https://snyk.io/vuln/npm:querystringify:20180419)
- [GitHub Advisory](https://github.com/advisories/GHSA-hxcm-v35h-mg2x)",public,high,CWE-1321,,Anonymous,,,Anonymous,,"Feb 25th, 2021"
1633,2021-02-25T16:39:03.253Z,2021-02-25T16:39:03.253Z,,Regular Expression Denial of Service,nwmatcher,[],<1.4.4,>=1.4.4,Affected versions of `nwmatcher` are vulnerable to Regular Expression Denial of Service (ReDoS). This can cause an impact of about 10 seconds matching time for data 2k characters long.,Upgrade to version 1.4.4 or later,"- [WhiteSource Advisory](https://www.whitesourcesoftware.com/vulnerability-database/WS-2018-0592)
- [Snyk Advisory](https://snyk.io/vuln/npm:nwmatcher:20180305)
- [GitHub Advisory](https://github.com/advisories/GHSA-6394-6h9h-cfjg)",public,moderate,CWE-400,,Anonymous,,,Anonymous,,"Feb 25th, 2021"
1632,2021-02-25T01:37:17.666Z,2021-02-25T01:37:43.249Z,,Regular Expression Denial of Service,esm,[],<3.1.0,>=3.1.0,"A Regular Expression Denial of Service vulnerability was discovered in `esm`. The issue is that esm's find-indexes is using the unescaped identifiers in a regex, which, in this case, causes an infinite loop.",Upgrade to version 3.1.0 or later,"- [WhiteSource Advisory](https://www.whitesourcesoftware.com/vulnerability-database/WS-2018-0591)
- [GitHub Advisory](https://github.com/advisories/GHSA-qx4v-6gc5-f2vv)",public,moderate,CWE-400,,Anonymous,,,Anonymous,,"Feb 25th, 2021"
1631,2021-02-24T19:23:34.305Z,2021-02-24T19:23:34.305Z,,Regular Expression Denial of Service,diff,[],<3.5.0,>= 3.5.0,"Affected versions of `diff` are vulnerable to Regular Expression Denial of Service (ReDoS). This can cause an impact of about 10 seconds matching time for data 48K characters long.

",Upgrade to 3.5.0 or later.,"- [WhiteSource Advisory](https://www.whitesourcesoftware.com/vulnerability-database/WS-2018-0590)
- [Snyk Advisory](https://snyk.io/vuln/npm:diff:20180305)
- [GitHub Advisory](https://github.com/advisories/GHSA-h6ch-v84p-w6p9)",public,high,CWE-400,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1630,2021-02-24T18:29:56.949Z,2021-02-24T18:29:56.949Z,,Cross-Site Scripting (XSS),angular,[],<1.6.0,>=1.6.0,"Affected versions of `angular` are vulnerable to JSONP Callback Attack. JSONP (JSON with padding) is a method used to request data from a server residing in a different domain than the client.

Any url could perform JSONP requests, allowing full access to the browser and the JavaScript context. This can lead to Cross-site Scripting.",Upgrade to version 1.6.0 or later,"- [WhiteSource Advisory](https://www.whitesourcesoftware.com/vulnerability-database/WS-2018-0001)
- [Snyk Advisory](https://snyk.io/vuln/npm:angular:20150315)
- [GitHub Advisory](https://github.com/advisories/GHSA-28hp-fgcr-2r4h)",public,moderate,CWE-79,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1628,2021-02-24T03:24:56.927Z,2021-02-24T03:24:56.927Z,,Command Injection,systeminformation,['CVE-2021-21315'],<5.3.1,>=5.3.1,"The `systeminformation` package is an open source collection of functions to retrieve detailed hardware, system and OS information. In affected versions of `systeminformation` there is a command injection vulnerability.

As a workaround instead of upgrading, be sure to check or sanitize service parameters that are passed to `si.inetLatency()`, `si.inetChecksite()`, `si.services()`, `si.processLoad()` ... do only allow strings, reject any arrays. String sanitation works as expected.",Upgrade to version 5.3.1 or later,"- [GitHub Advisory](https://github.com/advisories/GHSA-2m8v-572m-ff2v)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-21315)",public,moderate,CWE-78,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1627,2021-02-24T03:18:08.338Z,2021-02-24T03:18:08.338Z,,Token Verification Bug,next-auth,['CVE-2021-21310'],<3.3.0,>=3.3.0,"### Impact

`next-auth` implementations using the **Prisma database adapter** with the **Email provider** **are impacted**.

Implementations using the Prisma database adapter that are not using the Email provider are not impacted.
Implementations using the default database adapter (TypeORM) with the Email provider are not impacted.
Implementations not using a database are not impacted.

### Description

The Prisma database adapter was checking the verification token but not the identifier (the email address associated with the token). This made it possible to use a valid token assigned to one user, to sign in as another user when using the Prima adapter in conjunction with the Email provider. The defect is specific to the community-supported Prisma database adapter in versions <3.3.0 and is not present in the default database adapter (TypeORM).

*Note:  The current community-supported adapter was not developed by Prisma.*

The defect was a problem in the implementation of verification function the adapter and is not directly related to Prisma.

The flaw may exist in other third party database adapters that do not check both the identifier and token values.

The design of the database adapter API may be revised in future to help reduce the likelyhood of similar defects.",Upgrade to version 3.3.0 or later,"- [GitHub Advisory](https://github.com/advisories/GHSA-pg53-56cg-4m8q)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-21310)",public,low,CWE-290,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1626,2021-02-24T03:09:27.294Z,2021-02-24T03:09:27.294Z,,Command Injection,samba-client,['CVE-2021-27185'],<4.0.0,>=4.0.0,"Affected versions of the `samba-client` package allow command injection because of the use of `process.exec`.

",Upgrade to version 4.0.0 or later,"- [CVE](https://nvd.nist.gov/vuln/detail/CVE-2021-27185)
- [GitHub Advisory](https://github.com/advisories/GHSA-r3j7-x2g5-9gx6)",public,moderate,CWE-78,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1625,2021-02-24T03:03:58.711Z,2021-02-24T03:03:58.711Z,,Cross-Site Scripting (XSS),apexcharts,['CVE-2021-23327'],<3.24.0,>=3.24.0,`apexcharts` is a modern JavaScript charting library to build interactive charts and visualizations with simple API. Affected versions of this package are vulnerable to Cross-site Scripting (XSS) via lack of sanitization of graph legend fields.,Upgrade to version 3.24.0 or later.,"- [Snyk Advisory](https://snyk.io/vuln/SNYK-JS-APEXCHARTS-1062708)
- [GitHub Advisory](https://github.com/advisories/GHSA-w46j-8hm6-h8mm)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-23327)",public,moderate,CWE-79,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1624,2021-02-24T02:58:05.574Z,2021-02-24T02:58:05.574Z,,Directory Traversal,ftp-srv,['CVE-2020-26299'],<4.4.0,>=4.4.0,"### Impact

Clients of FTP servers utilizing `ftp-srv` hosted on Windows machines can escape the  FTP user's defined root folder using the expected FTP commands, for example, `CWD` and `UPDR`.

### Background

When windows separators exist within the path (`\`), `path.resolve` leaves the upper pointers intact and allows the user to move beyond the root folder defined for that user. We did not take that into account when creating the path resolve function.

### Workarounds

There are no workarounds for windows servers. Hosting the server on a different OS mitigates the issue.",Upgrade to version 4.4.0 or later,"- [GitHub Advisory](https://github.com/advisories/GHSA-pmw4-jgxx-pcq9)
- [CVE](https://nvd.nist.gov/vuln/detail/CVE-2020-26299)
- https://github.com/autovance/ftp-srv/issues/167
- https://github.com/autovance/ftp-srv/issues/225",public,moderate,CWE-22,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1623,2021-02-24T02:39:42.601Z,2021-02-24T02:39:42.601Z,,Regular Expression Denial of Service,marked,['CVE-2021-21306'],>=1.1.1 <2.0.0,>=2.0.0,"In affected versions of `marked`, a Denial of Service attack can affect anyone who processes user generated code.

",Upgrade to version 2.0.0 or later,"- [GitHub Advisory](https://github.com/advisories/GHSA-4r62-v4vq-hr96)
- [CVE](https://nvd.nist.gov/vuln/detail/CVE-2021-21306)",public,moderate,CWE-400,,Anonymous,,,Anonymous,,"Feb 24th, 2021"
1622,2021-02-23T02:32:47.036Z,2021-02-23T02:32:47.036Z,,Open Redirect,slashify,['CVE-2021-3189'],>=0.0.0,<0.0.0,"Slashify is an Express middleware that normalises routes by stripping any final slash, redirecting, for example, `bookings/latest/` to `bookings/latest`. However, it does not validate the path it redirects to in any way. In particular, if the path starts with two slashes (or two backslashes, or a slash and a backslash, etc.) it may redirect to a different domain.

Consider the [example from the docs](https://www.npmjs.com/package/slashify#usage). Assume we have run it and started a server on `localhost:3000`, then visiting `localhost:3000///github.com/` redirects you to https://github.com.",This vulnerability is currently un-patched in the `slashify` package so there is no known safe version of this package. Discontinuing use of `slashify` is recommended.,"- [GitHub Advisory](https://github.com/advisories/GHSA-f4hq-453j-p95f)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-3189)",public,high,CWE-601,,Anonymous,,,Anonymous,,"Feb 23rd, 2021"
1621,2021-02-23T02:24:40.347Z,2021-02-23T02:24:40.347Z,,Command Injection,total.js,['CVE-2020-28494'],<3.4.7,>=3.4.7,There is a command injection vulnerability in affected versions of `total.js`. The issue occurs in the `image.pipe` and `image.stream` functions. The `type` parameter is used to build the command that is then executed using `child_process.spawn`. The issue occurs because `child_process.spawn` is called with the option `shell` set to `true` and because the `type` parameter is not properly sanitized.,Update to version 3.4.7 or later,"- [GitHub Advisory](https://github.com/advisories/GHSA-4449-hg37-77v8)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2020-28494)",public,high,CWE-78,,Anonymous,,,Anonymous,,"Feb 23rd, 2021"
1620,2021-02-23T02:17:54.219Z,2021-02-23T02:17:54.219Z,,Prototype Pollution,dotty,['CVE-2021-25912'],<0.1.1,>=0.1.1,A prototype pollution vulnerability in affected versions of 'dotty' allows attackers to cause a denial of service and may lead to remote code execution.,Update to version 0.1.1 or later,"- [GitHub Advisory](https://github.com/advisories/GHSA-f5c9-x9j6-87qp)
- [CVE](https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2021-25912)",public,moderate,CWE-1321,,Anonymous,,,Anonymous,,"Feb 23rd, 2021"
1619,2021-02-23T02:11:16.237Z,2021-02-23T02:11:16.237Z,,Denial of Service,uap-core,['CVE-2021-21317'],<0.11.0,>=0.11.0,"## Impact

Some regexes are vulnerable to regular expression denial of service (REDoS) due to overlapping capture groups. This allows remote attackers to overload a server by setting the User-Agent header in an HTTP(S) request to maliciously crafted long strings.

## Patches

Please update `uap-core` to >= v0.11.0

Downstream packages such as `uap-python`, `uap-ruby` etc which depend upon `uap-core` follow different version schemes.",Update to version 0.11.0 or later,"- [GitHub Advisory](https://github.com/advisories/GHSA-p4pj-mg4r-x6v4)
- [CVE](https://nvd.nist.gov/vuln/detail/CVE-2021-21317)
",public,high,CWE-400,,Anonymous,,,Anonymous,,"Feb 23rd, 2021"
1618,2021-02-23T02:02:11.078Z,2021-02-23T02:05:49.996Z,,Remote Code Execution,angular-expressions,['CVE-2021-21277'],<1.1.2,>=1.1.2,"Affected versions of `angular-expressions` are affected by a remote code execution vulnerability.

### Impact

If you call `expressions.compile(userControlledInput)` where `userControlledInput` is text that comes from user input you are potentially impacted.

The security of the package could be bypassed by using a more complex payload, using a `.constructor.constructor` technique.

* If running `angular-expressions` in the browser, an attacker could run any browser script when the application code calls `expressions.compile(userControlledInput)`.
* If running `angular-expressions` on the server, an attacker could run any Javascript expression, thus gaining Remote Code Execution.

### Workarounds

A temporary workaround might be either to : 

* disable user-controlled input that will be fed into `angular-expressions` in your application

OR

* allow only following characters in the userControlledInput : 

```js
if (/^[|a-zA-Z.0-9 :""'+-?]+$/.test(userControlledInput)) {
      var result = expressions.compile(userControlledInput);
}
else {
     result = undefined;
}
```
",Upgrade to version 1.1.2 or later.,"- [GitHub Advisory](https://github.com/advisories/GHSA-j6px-jwvv-vpwq)
- [CVE](https://nvd.nist.gov/vuln/detail/CVE-2021-21277)
- [Removal of angular-expression sandbox](http://blog.angularjs.org/2016/09/angular-16-expression-sandbox-removal.html)",public,low,CWE-74,,Anonymous,,,Anonymous,,"Feb 23rd, 2021"
